DOI,isotherm_file,temp_C,adsorbent,CO2_capacity (mmol/g)
10.1016/j.micromeso.2015.05.025,10.1016j.micromeso.2015.05.025.Isotherm8.json,25,PEI-MonoSil,1.273
10.1016/S0167-2991(02)80202-6,10.1016S0167-2991(02)80202-6.Isotherm13.json,20,Zeolite Na-LSX,1.262
10.1039/C3sc51319j,10.1039C3sc51319j.isotherm3.json,25,CPO-27-Co,1.255
10.1021/Ef201578a,10.1021Ef201578a.Isotherm11.json,90,PEI-25-APTES-25-PQCS2129,1.254
10.1016/j.ces.2014.10.028,10.1016j.ces.2014.10.028.Isotherm4.json,25,NH2-MIL-53(Al),1.253
10.8888/s0167-2991(08)63564-8,10.8888s0167-2991(08)63564-8.Isotherm1.json,30,Zeolite 5A,1.252
10.1016/s0167-2991(08)63564-8,10.1016s0167-2991(08)63564-8.Isotherm1.json,30,Zeolite 5A,1.252
10.1016/j.egypro.2013.05.098,10.1016j.egypro.2013.05.098.Isotherm2.json,25,UiO-67/MCM-41 Hybrid,1.252
10.1021/Jp311118x,10.1021Jp311118x.isotherm2.json,25,Mg-MOF-74,1.251
10.1021/jp3046356,10.1021jp3046356.Isotherm60.json,15,Cu-TDPAT,1.25
10.1021/Jp3046356,10.1021Jp3046356.Isotherm34.json,25,Zeolite NaX,1.246
10.1016/j.ijggc.2013.01.009,10.1016j.ijggc.2013.01.009.Isotherm9.json,75,Mg-MOF-74,1.244
10.1016/j.micromeso.2004.07.035,10.1016j.micromeso.2004.07.035.isotherm13.json,22,Zeolite Na-Y,1.239
10.1039/C3sc51319j,10.1039C3sc51319j.isotherm13.json,25,CPO-27-Co,1.234
10.1039/c5ta02357b,10.1039c5ta02357b.Isotherm10.json,60,en-Mg2(dondc),1.232
10.1016/j.micromeso.2012.03.042,10.1016j.micromeso.2012.03.042.isotherm1.json,40,Zeolite 13X,1.231
10.1039/c5dt03137k,10.1039c5dt03137k.Isotherm12.json,25,CPO-27-Mg-c,1.199
10.1021/jacs.5b00838,10.1021jacs.5b00838.Isotherm5.json,40,Ni2(dobdc),1.186
10.1016/j.micromeso.2004.07.035,10.1016j.micromeso.2004.07.035.isotherm14.json,22,Zeolite Na-Y,1.181
10.1016/j.fluid.2010.01.016,10.1016j.fluid.2010.01.016.isotherm2.json,40,Carbon,1.167
10.1016/j.ijggc.2013.01.009,10.1016j.ijggc.2013.01.009.Isotherm10.json,75,MCF Chemisorbent,1.158
10.1021/Jp401923v,10.1021Jp401923v.isotherm1.json,30,Mg-MOF-74,1.155
10.1039/C4ee00143e,10.1039C4ee00143e.Isotherm57.json,65,SIFSIX-3-Zn,1.153
10.1016/j.jcis.2010.09.065,10.1016j.jcis.2010.09.065.isotherm4e.json,45,Zeolite 13X,1.147
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm42.json,25,Mn-MOF-74,1.143
10.1080/08927022.2011.602974,10.108008927022.2011.602974.Isotherm4.json,25,Mg-Rho-ZMOF,1.139
10.1016/j.supflu.2016.01.008,10.1016j.supflu.2016.01.008.Isotherm6.json,50,Zeolite 13X,1.122
10.1021/Ct400549q,10.1021Ct400549q.isotherm11.json,25,[Cu(dpa)2SiF6-i],1.122
10.1039/c1ee01720a,10.1039c1ee01720a.isotherm36.json,70,Mg-MOF-74,1.118
10.1021/Ef201578a,10.1021Ef201578a.Isotherm12.json,90,PEI-25-APTES-25-PQCS2129,1.112
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm20.json,25,MOF-74-Co,1.097
10.1039/c5ta01776a,10.1039c5ta01776a.Isotherm14.json,25,SNS2-20,1.095
10.1021/Jz3008485,10.1021Jz3008485.Isotherm15.json,25,IRMOF-1,1.094
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm35.json,25,Mn-MOF-74,1.089
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm36.json,25,Mn-MOF-74,1.089
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm55.json,25,Co-MOF-74 with residual MeOH,1.089
10.1039/C1sc00354b,10.1039C1sc00354b.Isotherm1.json,25,CuBTTri-mmen,1.086
10.1039/C0ee00700e,10.1039C0ee00700e.Isotherm17.json,27,Mg-MOF-74,1.085
10.1021/La205152f,10.1021La205152f.Isotherm4.json,25,Cs-rho-MOF,1.08
10.1016/S0040-6031(03)00133-3,10.1016S0040-6031(03)00133-3.Isotherm2.json,25,Zeolite Na13X,1.076
10.1039/C3ee42394h,10.1039C3ee42394h.Isotherm2.json,25,Ni2(dobdc),1.073
10.1016/j.cej.2010.04.024,10.1016j.cej.2010.04.024.Isotherm23.json,25,TRI-PE-MCM-41,1.069
10.1021/Jz3008485,10.1021Jz3008485.Isotherm17.json,25,IRMOF-1,1.068
10.1021/Jz3008485,10.1021Jz3008485.Isotherm54.json,25,ZIF-8,1.061
10.1021/Cm303072n,10.1021Cm303072n.Isotherm7.json,25,Carbon KNC-A-K,1.06
10.1021/Jp311118x,10.1021Jp311118x.isotherm3.json,25,Mg-MOF-74,1.055
10.1021/La400352r,10.1021La400352r.isotherm23.json,30,Zeolite LS-Sr-KFI,1.054
10.1016/j.cej.2010.04.024,10.1016j.cej.2010.04.024.Isotherm23-1.json,25,TRI-PE-MCM-41,1.048
10.1016/j.micromeso.2011.09.004,10.1016j.micromeso.2011.09.004.Isotherm4.json,40,Mg-MOF-74,1.038
10.1021/acs.iecr.5b01305,10.1021acs.iecr.5b01305.Isotherm6.json,40,PEI MW1800,1.024
10.1039/C3sc51319j,10.1039C3sc51319j.isotherm4.json,25,CPO-27-Fe,1.022
10.1016/j.jcis.2010.09.065,10.1016j.jcis.2010.09.065.isotherm4f.json,45,Zeolite 13X,1.019
10.1021/Cm7026509,10.1021Cm7026509.isotherm3.json,54,Faujasite-Metglas Strip,1.017
10.1021/La102359q,10.1021La102359q.Isotherm23.json,25,Ni-DOBDC,1.015
10.1080/01496395.2010.513360,10.108001496395.2010.513360.Isotherm4.json,60,Zeolite 5A,1.012
10.1080/01496395.2010.513360,10.108001496395.2010.513360.Isotherm3.json,60,Zeolite 5A,1.007
10.1021/La800555x,10.1021La800555x.isotherm3.json,23,Zn2(NDC)2(DPNI),0.999
10.1021/Ct400549q,10.1021Ct400549q.isotherm12.json,25,[Cu(dpa)2SiF6-i],0.998
10.1039/c2ee23337a,10.1039c2ee23337a.ISOTHERM29.json,40,Ca-X,0.994
10.1021/La102359q,10.1021La102359q.Isotherm24.json,25,Ni-DOBDC,0.993
10.1039/c5dt00909j,10.1039c5dt00909j.Isotherm3.json,25,[Cd3Na6(BTC)4(H2O)12]H2O,0.988
10.1016/j.micromeso.2013.06.023,10.1016j.micromeso.2013.06.023.Isotherm9.json,25,Ni-MOF-74 (1),0.981
10.1039/c5dt00909j,10.1039c5dt00909j.Isotherm5.json,25,[Cd3Na6(BTC)4(H2O)12]H2O,0.978
10.1021/Jp3046356,10.1021Jp3046356.Isotherm3.json,15,Cu-TDPAT,0.976
10.1016/j.colsurfa.2015.09.020,10.1016j.colsurfa.2015.09.020.Isotherm3.json,45,AlK-10,0.967
10.1039/C1sc00354b,10.1039C1sc00354b.Isotherm23.json,25,CuBTTri-mmen,0.96
10.1021/jp3046356,10.1021jp3046356.Isotherm61.json,25,Cu-TDPAT,0.954
10.1021/Jp3046356,10.1021Jp3046356.Isotherm4.json,15,Cu-TDPAT,0.951
10.1021/acs.iecr.5b03517,10.1021acs.iecr.5b03517.Isotherm9.json,25,40PEI@UiO-66,0.95
10.1021/La400352r,10.1021La400352r.isotherm52.json,30,Zeolite LS-Li-KFI,0.946
10.1039/C3sc51319j,10.1039C3sc51319j.isotherm5.json,25,CPO-27-Mn,0.943
10.1016/j.seppur.2014.08.021,10.1016j.seppur.2014.08.021.Isotherm3.json,25,Norit R1 Extra,0.942
10.1039/c5ta01776a,10.1039c5ta01776a.Isotherm11.json,25,SNS2-10,0.937
10.1080/08927022.2011.583648,10.108008927022.2011.583648.isotherm24.json,25,ZIF-79,0.935
10.1021/La400352r,10.1021La400352r.isotherm22.json,30,Zeolite LS-Ca-KFI,0.934
10.1016/j.ces.2016.07.033,10.1016j.ces.2016.07.033.Isotherm18.json,45,Zeolite 13X,0.932
10.1080/08927022.2011.583648,10.108008927022.2011.583648.isotherm17.json,25,ZIF-78,0.918
10.1080/15422119.2014.884507,10.108015422119.2014.884507.Isotherm7.json,25,Ni/DOBDC loaded with 3.4 mmol/g water,0.917
10.1021/La400352r,10.1021La400352r.isotherm18.json,30,Zeolite LS-Li-KFI,0.916
10.1021/Ic500722n,10.1021Ic500722n.Isotherm52.json,25,HKUST-1-F1,0.91
10.1021/La400352r,10.1021La400352r.isotherm54.json,30,Zeolite LS-Na-KFI,0.904
10.1039/C3ee42226g,10.1039C3ee42226g.isotherm5.json,22,PPN-6-SO3NH4,0.899
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm49.json,25,MOF-74-Co,0.897
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm50.json,25,MOF-74-Co,0.897
10.1021/La803074g,10.1021La803074g.isotherm11a.json,27,Soc-MOF,0.896
10.1039/C3ee42226g,10.1039C3ee42226g.isotherm11.json,22,PPN-6-SO3NH4,0.895
10.1021/La400352r,10.1021La400352r.isotherm19.json,30,Zeolite LS-Na-KFI,0.891
10.1021/La9026656,10.1021La9026656.Isotherm1.json,30,LTA-2,0.891
10.1021/Ja401429x,10.1021Ja401429x.Isotherm2.json,25,C52H18Y6N26O78F6,0.884
10.1021/Ja909169x,10.1021Ja909169x.isotherm3.json,25,Bio-MOF-11,0.874
10.1039/C3sc51319j,10.1039C3sc51319j.isotherm14.json,25,CPO-27-Mn,0.867
10.1016/j.cej.2010.04.024,10.1016j.cej.2010.04.024.Isotherm4-1.json,25,TRI-PE-MCM-41,0.863
10.1021/acs.jced.6b00374,10.1021acs.jced.6b00374.Isotherm10.json,50,ACZC,0.852
10.1016/S0167-2991(02)80202-6,10.1016S0167-2991(02)80202-6.Isotherm15.json,60,Zeolite Na-LSX,0.851
10.1039/C3cc46597g,10.1039C3cc46597g.isotherm12.json,10,[Cu2(m-OH)2(bdim)],0.85
10.1039/C3sc51319j,10.1039C3sc51319j.isotherm15.json,70,Mg-MOF-74,0.849
10.1039/c2ee23337a,10.1039c2ee23337a.ISOTHERM12.json,25,Na-A,0.846
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm17.json,25,Mn-MOF-74,0.839
10.1166/sam.2015.2137,10.1166sam.2015.2137.Isotherm1.json,20,M41S AM2,0.826
10.1016/j.ces.2014.12.001,10.1016j.ces.2014.12.001.Isotherm4.json,25,MOF-74-Ni,0.826
10.1016/j.ces.2014.12.001,10.1016j.ces.2014.12.001.Isotherm3.json,25,MOF-74-Ni,0.826
10.1021/Ef201578a,10.1021Ef201578a.Isotherm14.json,100,PEI-25-APTES-25-PQCS2129,0.823
10.1021/Jp401923v,10.1021Jp401923v.isotherm10.json,65,Mg-MOF-74,0.823
10.1016/j.micromeso.2012.03.042,10.1016j.micromeso.2012.03.042.isotherm2.json,70,Zeolite 13X,0.822
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm31.json,25,Mn-MOF-74,0.822
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm38.json,25,Mn-MOF-74,0.821
10.1021/acs.iecr.5b01305,10.1021acs.iecr.5b01305.Isotherm5.json,40,PEI MW600,0.817
10.1080/08927022.2011.602974,10.108008927022.2011.602974.Isotherm15.json,25,NH4-Rho-ZMOF,0.815
10.1002/cssc.201200907,10.1002cssc.201200907.isotherm2.json,25,M-DNL-6,0.815
10.1016/j.ces.2014.06.048,10.1016j.ces.2014.06.048.Isotherm7.json,25,UTSA-16 WITH pva 2.0%,0.813
10.1016/j.ces.2014.06.048,10.1016j.ces.2014.06.048.Isotherm8.json,25,UTSA-16 WITH pva 0.0%,0.813
10.1016/j.ces.2014.06.048,10.1016j.ces.2014.06.048.Isotherm9.json,25,UTSA-16 WITH pva powder,0.813
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm15.json,25,Mn-MOF-74,0.809
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm14.json,25,Mn-MOF-74,0.809
10.1021/Jp3052938,10.1021Jp3052938.Isotherm23.json,25,TEPA-MIL-101,0.808
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm57.json,25,Mn-MOF-74 with residual MeOH,0.803
10.1021/acs.jpcc.5b03700,10.1021acs.jpcc.5b03700.Isotherm56.json,25,Mn-MOF-74 with residual MeOH,0.803
