,Unnamed: 0,DOI,adsorbent_hashkey,isotherm_file,temp_C,P_units,ads_units,CO2cap
1618,8326,10.1016/j.jece.2016.01.017,NIST-MATDB-37e11b87b884c19a9b7d375d3f2826a7,10.1016j.jece.2016.01.017.Isotherm7.json,0,bar,mmol/g,0.0005345825296224855
1619,8327,10.1016/j.jece.2016.01.017,NIST-MATDB-37e11b87b884c19a9b7d375d3f2826a7,10.1016j.jece.2016.01.017.Isotherm8.json,0,bar,mmol/g,0.0005345825296224855
1620,8328,10.1016/j.jece.2016.01.017,NIST-MATDB-37e11b87b884c19a9b7d375d3f2826a7,10.1016j.jece.2016.01.017.Isotherm9.json,0,bar,mmol/g,0.0005345825296224855
1621,8407,10.1016/j.jiec.2012.01.014,NIST-MATDB-0f20a425dee706181efa4f16ee04d4dd,10.1016j.jiec.2012.01.014.ISOTHERM1C.json,25,bar,mmol/g,0.0005345825296224855
1622,8413,10.1016/j.jiec.2014.12.021,NIST-MATDB-932f3da4459260cdbd6908d9b3fefa1f,10.1016j.jiec.2014.12.021.Isotherm10.json,25,bar,mmol/g,0.0005345825296224855
1623,8414,10.1016/j.jiec.2014.12.021,NIST-MATDB-c545044aea679921ec5ca79ada2ca7da,10.1016j.jiec.2014.12.021.Isotherm11.json,25,bar,mmol/g,0.0005345825296224855
1624,8420,10.1016/j.jiec.2014.12.021,NIST-MATDB-5ab0dbe0639729711750ef4b97715f0f,10.1016j.jiec.2014.12.021.Isotherm8.json,25,bar,mmol/g,0.0005345825296224855
1625,8421,10.1016/j.jiec.2014.12.021,NIST-MATDB-37e11b87b884c19a9b7d375d3f2826a7,10.1016j.jiec.2014.12.021.Isotherm9.json,25,bar,mmol/g,0.0005345825296224855
1626,8426,10.1016/j.jngse.2016.02.052,NIST-MATDB-ce8173e1b2ca618003d7a57c5bab64fc,10.1016j.jngse.2016.02.052.Isotherm1.json,28,bar,mmol/g,0.0005345825296224855
1627,8429,10.1016/j.jngse.2016.02.052,NIST-MATDB-ce8173e1b2ca618003d7a57c5bab64fc,10.1016j.jngse.2016.02.052.Isotherm12.json,28,bar,mmol/g,0.0005345825296224855
1628,8430,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm13.json,25,bar,mmol/g,0.0005345825296224855
1629,8431,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm14.json,50,bar,mmol/g,0.0005345825296224855
1630,8432,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm15.json,75,bar,mmol/g,0.0005345825296224855
1631,8433,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm16.json,25,bar,mmol/g,0.0005345825296224855
1632,8434,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm17.json,50,bar,mmol/g,0.0005345825296224855
1633,8435,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm18.json,50,bar,mmol/g,0.0005345825296224855
1634,8436,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm19.json,75,bar,mmol/g,0.0005345825296224855
1635,8437,10.1016/j.jngse.2016.02.052,NIST-MATDB-ce8173e1b2ca618003d7a57c5bab64fc,10.1016j.jngse.2016.02.052.Isotherm2.json,28,bar,mmol/g,0.0005345825296224855
1636,8438,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm20.json,75,bar,mmol/g,0.0005345825296224855
1637,8439,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm21.json,75,bar,mmol/g,0.0005345825296224855
1638,8440,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm22.json,75,bar,mmol/g,0.0005345825296224855
1639,8441,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm23.json,75,bar,mmol/g,0.0005345825296224855
1640,8442,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm24.json,50,bar,mmol/g,0.0005345825296224855
1641,8443,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm25.json,50,bar,mmol/g,0.0005345825296224855
1642,8444,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm26.json,50,bar,mmol/g,0.0005345825296224855
1643,8445,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm27.json,25,bar,mmol/g,0.0005345825296224855
1644,8446,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm28.json,25,bar,mmol/g,0.0005345825296224855
1645,8447,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm29.json,25,bar,mmol/g,0.0005345825296224855
1646,8448,10.1016/j.jngse.2016.02.052,NIST-MATDB-ce8173e1b2ca618003d7a57c5bab64fc,10.1016j.jngse.2016.02.052.Isotherm3.json,28,bar,mmol/g,0.0005345825296224855
1649,8451,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm32.json,25,bar,mmol/g,0.0005345825296224855
1650,8452,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm33.json,50,bar,mmol/g,0.0005345825296224855
1651,8453,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm34.json,75,bar,mmol/g,0.0005345825296224855
1652,8454,10.1016/j.jngse.2016.02.052,NIST-MATDB-952573153c32f6838484226ec92b4c93,10.1016j.jngse.2016.02.052.Isotherm35.json,28,bar,mmol/g,0.0005345825296224855
1653,8455,10.1016/j.jngse.2016.02.052,NIST-MATDB-952573153c32f6838484226ec92b4c93,10.1016j.jngse.2016.02.052.Isotherm36.json,28,bar,mmol/g,0.0005345825296224855
1654,8456,10.1016/j.jngse.2016.02.052,NIST-MATDB-952573153c32f6838484226ec92b4c93,10.1016j.jngse.2016.02.052.Isotherm37.json,28,bar,mmol/g,0.0005345825296224855
1655,8457,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm38.json,25,bar,mmol/g,0.0005345825296224855
1656,8458,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm39.json,50,bar,mmol/g,0.0005345825296224855
1657,8459,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm4.json,25,bar,mmol/g,0.0005345825296224855
1658,8460,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm40.json,75,bar,mmol/g,0.0005345825296224855
1659,8461,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm41.json,75,bar,mmol/g,0.0005345825296224855
1660,8466,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm46.json,25,bar,mmol/g,0.0005345825296224855
1661,8467,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm47.json,50,bar,mmol/g,0.0005345825296224855
1662,8468,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm48.json,50,bar,mmol/g,0.0005345825296224855
1663,8469,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm49.json,75,bar,mmol/g,0.0005345825296224855
1664,8470,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm5.json,50,bar,mmol/g,0.0005345825296224855
1665,8471,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm50.json,75,bar,mmol/g,0.0005345825296224855
1666,8472,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm51.json,75,bar,mmol/g,0.0005345825296224855
1667,8473,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm52.json,75,bar,mmol/g,0.0005345825296224855
1668,8474,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm53.json,75,bar,mmol/g,0.0005345825296224855
1669,8475,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm54.json,50,bar,mmol/g,0.0005345825296224855
1670,8476,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm55.json,50,bar,mmol/g,0.0005345825296224855
1671,8477,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm56.json,50,bar,mmol/g,0.0005345825296224855
1672,8478,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm57.json,25,bar,mmol/g,0.0005345825296224855
1673,8479,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm58.json,25,bar,mmol/g,0.0005345825296224855
1674,8480,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm59.json,25,bar,mmol/g,0.0005345825296224855
1675,8481,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm6.json,75,bar,mmol/g,0.0005345825296224855
1678,8484,10.1016/j.jngse.2016.02.052,NIST-MATDB-a9e20a8c9a1078eb70ebeae29ad09950,10.1016j.jngse.2016.02.052.Isotherm7.json,75,bar,mmol/g,0.0005345825296224855
1684,8593,10.1016/j.jssc.2013.05.004,NIST-MATDB-a371d7ca1910f161339879328de66819,10.1016j.jssc.2013.05.004.Isotherm8.json,0,bar,mmol/g,0.0005345825296224855
1685,8594,10.1016/j.jssc.2013.05.004,NIST-MATDB-a371d7ca1910f161339879328de66819,10.1016j.jssc.2013.05.004.Isotherm8-1.json,0,bar,mmol/g,0.0005345825296224855
1686,8595,10.1016/j.jssc.2013.05.004,NIST-MATDB-a371d7ca1910f161339879328de66819,10.1016j.jssc.2013.05.004.Isotherm9.json,23,bar,mmol/g,0.0005345825296224855
1687,8596,10.1016/j.jssc.2013.05.004,NIST-MATDB-a371d7ca1910f161339879328de66819,10.1016j.jssc.2013.05.004.Isotherm9-1.json,23,bar,mmol/g,0.0005345825296224855
1707,8680,10.1016/j.matlet.2011.03.039,NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,10.1016j.matlet.2011.03.039.Isotherm1.json,25,bar,mmol/g,0.0005345825296224855
1708,8681,10.1016/j.matlet.2011.03.039,NIST-MATDB-0f30f7cfd5aa192c2a8db6d61aa9d078,10.1016j.matlet.2011.03.039.Isotherm2.json,25,bar,mmol/g,0.0005345825296224855
1709,8682,10.1016/j.matlet.2011.03.039,NIST-MATDB-72046d9d9520765dfea5882fd3270701,10.1016j.matlet.2011.03.039.Isotherm3.json,25,bar,mmol/g,0.0005345825296224855
1710,8683,10.1016/j.matlet.2011.03.039,NIST-MATDB-70adc65753e53e19b9751edf07eb47c2,10.1016j.matlet.2011.03.039.Isotherm4.json,25,bar,mmol/g,0.0005345825296224855
1711,8684,10.1016/j.matlet.2011.03.039,NIST-MATDB-aff649fc5f7746e98f0255c3475a037c,10.1016j.matlet.2011.03.039.Isotherm5.json,25,bar,mmol/g,0.0005345825296224855
1712,8685,10.1016/j.matlet.2011.03.039,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1016j.matlet.2011.03.039.Isotherm6.json,25,bar,mmol/g,0.0005345825296224855
1718,8741,10.1016/j.memsci.2011.05.001,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1016j.memsci.2011.05.001.Isotherm19.json,27,bar,mmol/g,0.0005345825296224855
1719,8743,10.1016/j.memsci.2011.05.001,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1016j.memsci.2011.05.001.Isotherm20.json,25,bar,mmol/g,0.0005345825296224855
1720,8744,10.1016/j.memsci.2011.05.001,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1016j.memsci.2011.05.001.Isotherm21.json,40,bar,mmol/g,0.0005345825296224855
1721,8745,10.1016/j.memsci.2011.05.001,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1016j.memsci.2011.05.001.Isotherm22.json,40,bar,mmol/g,0.0005345825296224855
1724,8754,10.1016/j.memsci.2011.09.040,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1016j.memsci.2011.09.040.Isotherm1.json,25,bar,mmol/g,0.0005345825296224855
1758,8822,10.1016/j.micromeso.2004.07.035,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1016j.micromeso.2004.07.035.isotherm1.json,22,bar,mmol/g,0.0005345825296224855
1759,8823,10.1016/j.micromeso.2004.07.035,NIST-MATDB-186754d8c3350977d43d9ab44654187d,10.1016j.micromeso.2004.07.035.isotherm10.json,22,bar,mmol/g,0.0005345825296224855
1760,8824,10.1016/j.micromeso.2004.07.035,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1016j.micromeso.2004.07.035.isotherm11.json,22,bar,mmol/g,0.0005345825296224855
1761,8825,10.1016/j.micromeso.2004.07.035,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1016j.micromeso.2004.07.035.isotherm12.json,22,bar,mmol/g,0.0005345825296224855
1762,8826,10.1016/j.micromeso.2004.07.035,NIST-MATDB-c422d2007633d4bce61c708dc86bfc2d,10.1016j.micromeso.2004.07.035.isotherm13.json,22,bar,mmol/g,0.0005345825296224855
1763,8827,10.1016/j.micromeso.2004.07.035,NIST-MATDB-c422d2007633d4bce61c708dc86bfc2d,10.1016j.micromeso.2004.07.035.isotherm14.json,22,bar,mmol/g,0.0005345825296224855
1764,8828,10.1016/j.micromeso.2004.07.035,NIST-MATDB-f21c26584e6574334638a1a77ac3d447,10.1016j.micromeso.2004.07.035.isotherm15.json,22,bar,mmol/g,0.0005345825296224855
1765,8829,10.1016/j.micromeso.2004.07.035,NIST-MATDB-f21c26584e6574334638a1a77ac3d447,10.1016j.micromeso.2004.07.035.isotherm16.json,22,bar,mmol/g,0.0005345825296224855
1766,8830,10.1016/j.micromeso.2004.07.035,NIST-MATDB-13ba2f0098efbed08173361d04cd68ca,10.1016j.micromeso.2004.07.035.isotherm17.json,22,bar,mmol/g,0.0005345825296224855
1767,8831,10.1016/j.micromeso.2004.07.035,NIST-MATDB-13ba2f0098efbed08173361d04cd68ca,10.1016j.micromeso.2004.07.035.isotherm18.json,22,bar,mmol/g,0.0005345825296224855
1768,8832,10.1016/j.micromeso.2004.07.035,NIST-MATDB-186754d8c3350977d43d9ab44654187d,10.1016j.micromeso.2004.07.035.isotherm19.json,22,bar,mmol/g,0.0005345825296224855
1769,8833,10.1016/j.micromeso.2004.07.035,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1016j.micromeso.2004.07.035.isotherm2.json,22,bar,mmol/g,0.0005345825296224855
1770,8834,10.1016/j.micromeso.2004.07.035,NIST-MATDB-186754d8c3350977d43d9ab44654187d,10.1016j.micromeso.2004.07.035.isotherm20.json,22,bar,mmol/g,0.0005345825296224855
1771,8835,10.1016/j.micromeso.2004.07.035,NIST-MATDB-c422d2007633d4bce61c708dc86bfc2d,10.1016j.micromeso.2004.07.035.isotherm3.json,22,bar,mmol/g,0.0005345825296224855
1772,8836,10.1016/j.micromeso.2004.07.035,NIST-MATDB-c422d2007633d4bce61c708dc86bfc2d,10.1016j.micromeso.2004.07.035.isotherm4.json,22,bar,mmol/g,0.0005345825296224855
1773,8837,10.1016/j.micromeso.2004.07.035,NIST-MATDB-f21c26584e6574334638a1a77ac3d447,10.1016j.micromeso.2004.07.035.isotherm5.json,22,bar,mmol/g,0.0005345825296224855
1774,8838,10.1016/j.micromeso.2004.07.035,NIST-MATDB-f21c26584e6574334638a1a77ac3d447,10.1016j.micromeso.2004.07.035.isotherm6.json,22,bar,mmol/g,0.0005345825296224855
1775,8839,10.1016/j.micromeso.2004.07.035,NIST-MATDB-13ba2f0098efbed08173361d04cd68ca,10.1016j.micromeso.2004.07.035.isotherm7.json,22,bar,mmol/g,0.0005345825296224855
1776,8840,10.1016/j.micromeso.2004.07.035,NIST-MATDB-13ba2f0098efbed08173361d04cd68ca,10.1016j.micromeso.2004.07.035.isotherm8.json,22,bar,mmol/g,0.0005345825296224855
1777,8841,10.1016/j.micromeso.2004.07.035,NIST-MATDB-186754d8c3350977d43d9ab44654187d,10.1016j.micromeso.2004.07.035.isotherm9.json,22,bar,mmol/g,0.0005345825296224855
1782,8855,10.1016/j.micromeso.2006.05.018,NIST-MATDB-1113bb98575410d3673b528947dcb838,10.1016j.micromeso.2006.05.018.isotherm6.json,0,bar,mmol/g,0.0005345825296224855
1783,8856,10.1016/j.micromeso.2006.05.018,NIST-MATDB-1113bb98575410d3673b528947dcb838,10.1016j.micromeso.2006.05.018.isotherm7.json,25,bar,mmol/g,0.0005345825296224855
1784,8857,10.1016/j.micromeso.2006.05.018,NIST-MATDB-1113bb98575410d3673b528947dcb838,10.1016j.micromeso.2006.05.018.isotherm8.json,50,bar,mmol/g,0.0005345825296224855
1785,8858,10.1016/j.micromeso.2006.05.018,NIST-MATDB-1113bb98575410d3673b528947dcb838,10.1016j.micromeso.2006.05.018.isotherm9.json,75,bar,mmol/g,0.0005345825296224855
1786,8868,10.1016/j.micromeso.2007.02.037,NIST-MATDB-37a3f23f3917bbe9f7498e4314e84a10,10.1016j.micromeso.2007.02.037.isotherm4.json,-78,bar,mmol/g,0.0005345825296224855
1787,8869,10.1016/j.micromeso.2007.02.037,NIST-MATDB-37a3f23f3917bbe9f7498e4314e84a10,10.1016j.micromeso.2007.02.037.isotherm5.json,-43,bar,mmol/g,0.0005345825296224855
1788,8870,10.1016/j.micromeso.2007.02.037,NIST-MATDB-37a3f23f3917bbe9f7498e4314e84a10,10.1016j.micromeso.2007.02.037.isotherm6.json,-13,bar,mmol/g,0.0005345825296224855
1789,8871,10.1016/j.micromeso.2007.02.037,NIST-MATDB-37a3f23f3917bbe9f7498e4314e84a10,10.1016j.micromeso.2007.02.037.isotherm7.json,0,bar,mmol/g,0.0005345825296224855
1790,8872,10.1016/j.micromeso.2007.02.037,NIST-MATDB-37a3f23f3917bbe9f7498e4314e84a10,10.1016j.micromeso.2007.02.037.isotherm8.json,18,bar,mmol/g,0.0005345825296224855
1808,9002,10.1016/j.micromeso.2008.11.007,NIST-MATDB-1b85b1862d4e9cc2e0f46d0e2698ab79,10.1016j.micromeso.2008.11.007.isotherm6.json,39,bar,mmol/g,0.0005345825296224855
1809,9027,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm10.json,0,bar,mmol/g,0.0005345825296224855
1810,9028,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm11.json,0,bar,mmol/g,0.0005345825296224855
1811,9029,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm12.json,0,bar,mmol/g,0.0005345825296224855
1812,9030,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm13.json,0,bar,mmol/g,0.0005345825296224855
1813,9031,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm14.json,25,bar,mmol/g,0.0005345825296224855
1814,9032,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm15.json,25,bar,mmol/g,0.0005345825296224855
1815,9033,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm16.json,50,bar,mmol/g,0.0005345825296224855
1816,9034,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm17.json,50,bar,mmol/g,0.0005345825296224855
1817,9042,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm24.json,0,bar,mmol/g,0.0005345825296224855
1818,9043,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm25.json,25,bar,mmol/g,0.0005345825296224855
1819,9044,10.1016/j.micromeso.2009.06.014,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1016j.micromeso.2009.06.014.Isotherm26.json,50,bar,mmol/g,0.0005345825296224855
1822,9083,10.1016/j.micromeso.2009.11.002,NIST-MATDB-ebb3008a7094797afd3f49ea00b3d051,10.1016j.micromeso.2009.11.002.Isotherm2.json,0,bar,mmol/g,0.0005345825296224855
1834,9313,10.1016/j.micromeso.2010.10.048,NIST-MATDB-7cbc8489b9167ea2715313a978d69d2d,10.1016j.micromeso.2010.10.048.isotherm1.json,25,bar,mmol/g,0.0005345825296224855
1835,9314,10.1016/j.micromeso.2010.10.048,NIST-MATDB-7a6c5ef61582a13f273203d99661f16f,10.1016j.micromeso.2010.10.048.isotherm10.json,25,bar,mmol/g,0.0005345825296224855
1836,9317,10.1016/j.micromeso.2010.10.048,NIST-MATDB-07af26bd81573554d0dfd228787e3e50,10.1016j.micromeso.2010.10.048.isotherm2.json,25,bar,mmol/g,0.0005345825296224855
1837,9320,10.1016/j.micromeso.2010.10.048,NIST-MATDB-e3d41515552e2ff3025163484768aab2,10.1016j.micromeso.2010.10.048.isotherm5.json,25,bar,mmol/g,0.0005345825296224855
1838,9321,10.1016/j.micromeso.2010.10.048,NIST-MATDB-2af8e8ffa63fe22e424cc773bf4c5ba4,10.1016j.micromeso.2010.10.048.isotherm6.json,25,bar,mmol/g,0.0005345825296224855
1839,9324,10.1016/j.micromeso.2010.10.048,NIST-MATDB-c66fcb7fe4e6e8bddff9867285addb18,10.1016j.micromeso.2010.10.048.isotherm9.json,25,bar,mmol/g,0.0005345825296224855
1840,9326,10.1016/j.micromeso.2010.11.017,NIST-MATDB-eac31584ad49217cba58bde85c79de24,10.1016j.micromeso.2010.11.017.Isotherm10.json,25,bar,mmol/g,0.0005345825296224855
1841,9327,10.1016/j.micromeso.2010.11.017,NIST-MATDB-eac31584ad49217cba58bde85c79de24,10.1016j.micromeso.2010.11.017.Isotherm11.json,25,bar,mmol/g,0.0005345825296224855
1842,9329,10.1016/j.micromeso.2010.11.017,NIST-MATDB-eac31584ad49217cba58bde85c79de24,10.1016j.micromeso.2010.11.017.Isotherm13.json,0,bar,mmol/g,0.0005345825296224855
1843,9336,10.1016/j.micromeso.2010.11.017,NIST-MATDB-eac31584ad49217cba58bde85c79de24,10.1016j.micromeso.2010.11.017.Isotherm7.json,25,bar,mmol/g,0.0005345825296224855
1844,9337,10.1016/j.micromeso.2010.11.017,NIST-MATDB-eac31584ad49217cba58bde85c79de24,10.1016j.micromeso.2010.11.017.Isotherm8.json,25,bar,mmol/g,0.0005345825296224855
1845,9338,10.1016/j.micromeso.2010.11.017,NIST-MATDB-eac31584ad49217cba58bde85c79de24,10.1016j.micromeso.2010.11.017.Isotherm9.json,25,bar,mmol/g,0.0005345825296224855
1852,9442,10.1016/j.micromeso.2011.09.004,NIST-MATDB-f4b549a56c1a5caf008c436b7d0aaaea,10.1016j.micromeso.2011.09.004.Isotherm4.json,40,bar,mmol/g,0.0005345825296224855
1861,9495,10.1016/j.micromeso.2011.12.009,NIST-MATDB-09de4ab275dd446651a68a5312b87ab0,10.1016j.micromeso.2011.12.009.Isotherm1.json,30,bar,mmol/g,0.0005345825296224855
1862,9497,10.1016/j.micromeso.2011.12.009,NIST-MATDB-ece3999f37972593c395567da10928af,10.1016j.micromeso.2011.12.009.Isotherm2.json,30,bar,mmol/g,0.0005345825296224855
1863,9498,10.1016/j.micromeso.2011.12.009,NIST-MATDB-6661b8f3527d89bac378848586050a49,10.1016j.micromeso.2011.12.009.Isotherm3.json,30,bar,mmol/g,0.0005345825296224855
1864,9499,10.1016/j.micromeso.2011.12.009,NIST-MATDB-ba50f198f1961235942fa6c4d21f339b,10.1016j.micromeso.2011.12.009.Isotherm4.json,30,bar,mmol/g,0.0005345825296224855
1865,9500,10.1016/j.micromeso.2011.12.009,NIST-MATDB-323d92d82fd0722bc64d74fcf633d649,10.1016j.micromeso.2011.12.009.Isotherm5.json,30,bar,mmol/g,0.0005345825296224855
1866,9507,10.1016/j.micromeso.2011.12.035,NIST-MATDB-cd4c05b741c6b7c1911b971187eb3859,10.1016j.micromeso.2011.12.035.isotherm10.json,25,bar,mmol/g,0.0005345825296224855
1867,9514,10.1016/j.micromeso.2011.12.035,NIST-MATDB-cd4c05b741c6b7c1911b971187eb3859,10.1016j.micromeso.2011.12.035.isotherm8.json,5,bar,mmol/g,0.0005345825296224855
1868,9515,10.1016/j.micromeso.2011.12.035,NIST-MATDB-cd4c05b741c6b7c1911b971187eb3859,10.1016j.micromeso.2011.12.035.isotherm9.json,15,bar,mmol/g,0.0005345825296224855
